TotalDisplacement 33417369
MaxDisplacement 7430
NumCells 44811
c1498 17490 4816
c5509 16830 -11816
c26397 15708 35560
c38424 16896 29512
c44062 16104 -30968
c33010 17028 30016
c23898 16896 -47600
c17616 16764 -7784
c23690 17226 39592
c11602 17886 -39536
c42887 17292 30016
c42517 16896 -21392
c20496 17094 30520
c15946 16962 -38024
c29088 16830 -42056
c21177 16236 -3752
c30395 17292 -30464
c18134 17952 -40544
c22734 17358 30520
c20744 16236 -12824
c5429 16632 -9296
c40857 17424 -35000
c10340 16896 33544
c17338 16434 -29960
c35691 16566 -29960
c12494 18744 38584
c26855 17622 30520
c27359 16962 -52640
c11364 15708 3304
c38130 16236 20440
c27104 17424 -45584
c40119 16962 -29456
c9815 16566 -54656
c13034 18942 -35504
c14463 16302 -23408
c7411 16632 13888
c34230 18480 -37520
c7914 17952 -36512
c6558 17028 -21392
c31513 17160 -23912
c39109 17424 -23912
c35688 16170 -3248
c12986 17028 2800
c15616 16236 -8288
c8221 17490 -4760
c40133 17358 -11816
c43944 16896 -27440
c14476 17754 -9800
c19703 16830 -51632
c8769 16104 3304
c2984 17424 -10808
c16971 17622 -4760
c11709 17952 5824
c18535 16434 -3248
c22990 17358 -32480
c3313 15774 -44576
c3626 17556 30016
c32647 17028 24472
c25290 16896 -6272
c10927 16566 -3248
c8917 16368 -25928
c10745 17688 -9296
c4167 16896 57736
c39258 16698 -728
c6768 14256 -55664
c42488 16830 -25424
c8855 17292 31024
c36534 17490 -23408
c13298 17490 48664
c8571 16764 -49112
c36231 17160 -224
c34958 16170 -44576
c4154 16434 -44576
c8768 17094 -18872
c986 16566 14896
c41183 15840 35560
c40449 16302 46144
c44196 16566 -12320
c39911 17424 -45080
c16405 16830 -49616
c37088 17490 38080
c26118 16236 35560
c27157 17622 -23408
c12327 17160 -49112
c7860 17160 -38528
c8944 16962 -15344
c22134 18018 -4760
c13708 16830 -47096
c39468 14652 -56672
c25970 16764 -56168
c9576 16962 47152
c10089 16698 46144
c6305 16632 -25928
c4088 17820 -21896
c17823 16698 -3248
c16451 16500 -8288
c24125 17952 7336
c31145 17754 38080
c19189 16896 -17864
c44294 17886 -33992
c9980 17556 -23912
c33427 17028 48160
c40537 17094 52192
c12775 17160 -50120
c42919 18612 -10304
c5383 16566 41608
c33997 16698 -29960
c39557 18876 54208
c20537 17094 46144
c13342 16896 10864
c11246 18282 6832
c35829 17952 -4256
c11773 18150 -23408
c20738 16896 44632
c44470 17424 49168
c44285 17754 280
c11843 17820 -1232
c36296 15576 35056
c20783 17094 -29960
c22293 16500 20440
c3720 17490 -5768
c41019 17490 40096
c42975 17556 -33488
c42283 17622 46144
c7716 16632 35560
c11996 17754 -15344
c27399 16962 27496
c12774 15246 -55160
c21830 17160 37072
c34697 17094 27496
c2282 17292 4312
c15404 17688 -34496
c10614 17292 -44072
c36040 15840 35056
c14337 17028 -30968
c4806 17820 -34496
c43259 17094 -49616
c37461 17094 42616
c31087 16500 -7280
c16559 16698 16408
c38452 16236 14392
c20069 17952 -23912
c6259 16962 44128
c2088 17226 -41048
c5038 17754 -12320
c35081 16566 32536
c31774 17556 2800
c3137 17226 -53648
c5248 16236 47656
c5258 17292 -12824
c35276 17226 -19376
c11129 17358 -38024
c32362 17226 45640
c37689 17490 -38024
c15145 16632 -13328
c569 18282 -33992
c15606 15180 -55664
c1726 16368 18424
c6221 16896 -2744
c34335 17424 -46088
c36392 16104 35056
c41843 17094 29008
c35027 16830 -3248
c19355 17226 -3248
c29598 17622 -3248
c17142 18018 -3248
c4100 17424 -2240
c37046 16896 47656
c4992 17952 55216
c741 17952 -45584
c26471 14916 9856
c4598 17358 -48104
c2922 16962 41608
c9370 16632 43624
c39426 16566 21448
c14711 17556 -26432
c16161 17886 39088
c43181 16368 35056
c44685 16566 21952
c22166 16434 34552
c8292 18348 -36512
c34425 16764 -22400
c29514 14916 -42560
c24074 16962 -43568
c19053 16632 33040
c15008 17556 47656
c23900 17820 -38528
c31038 17094 -43064
c25473 16698 34552
c41513 16368 14392
c15371 17358 -49616
c8744 17226 26992
c43182 17622 40096
c37208 17556 -24416
c450 18018 22456
c35610 15180 9856
c26989 16500 3304
c43041 16236 10360
c24808 17688 -46088
c38397 17358 45640
c16879 16962 34552
c23708 17754 39592
c29549 16830 -46592
c44807 18348 -45584
c11878 17556 -13328
c34773 17160 -17864
c28608 17688 -44072
c38051 17622 -44576
c29138 17556 -15848
c8601 15510 -55160
c39112 17292 -6776
c29981 18018 34048
c11150 16632 35056
c34244 17358 45136
c9183 18084 -2744
c9648 17754 -14840
c33694 17226 -37016
c30157 18348 -2744
c41821 16236 -55664
c13993 16500 14392
c5756 17490 1792
c33027 17358 34552
c5955 17754 45136
c1532 17028 33040
c2788 16764 -31472
c28862 17820 30016
c8206 15840 -42560
c29735 16236 -16352
c21585 18084 33544
c14811 16764 14392
c2454 16896 -58184
c9996 16698 -54656
c39462 16170 -55160
c31376 18084 -38528
c32326 17424 11872
c23436 17688 -7280
c41722 17358 25984
c20391 18216 -4256
c36793 17424 -22904
c15523 17952 -7784
c16767 19272 38584
c25717 17028 35056
c115 17556 56224
c29919 17358 41608
c28584 17424 13888
c13824 17820 -24416
c34481 17886 -25424
c44666 17622 34552
c21833 17160 -14336
c23253 17160 -27440
c1790 17490 19936
c293 17292 -36008
c19009 18018 34552
c44525 17556 48160
c34134 17622 784
c31915 16896 35560
c27006 17358 -43568
c1486 17754 -43568
c9905 17820 -44072
c38323 17094 49672
c27798 18216 33040
c32358 17688 49168
c5948 16500 42112
c2234 16830 16408
c13313 18348 -10808
c14204 17886 15400
c3976 17688 -36008
c18498 17886 -43064
c31708 17160 -30968
c16018 17094 -728
c12955 17820 35056
c28722 16566 -18368
c5420 17424 -16352
c16900 16962 28000
c24572 18084 -47600
c24438 18282 -9800
c737 16038 -16856
c34121 17160 35560
c20473 17424 -21392
c10220 18876 -37520
c14835 17688 -26936
c26763 17160 14392
c16890 18084 -44072
c21812 18018 -44576
c35980 17886 48664
c19096 17688 -52136
c31697 18480 -12824
c17541 18150 44128
c14637 18084 -34496
c44687 17094 -47096
c6819 18546 -43568
c21547 16962 -16856
c5790 18546 -23408
c30099 17424 -3752
c19411 16764 -20384
c31284 17028 28504
c27223 17424 28504
c23999 16632 -31976
c34694 17820 28504
c36363 18150 -43064
c38554 17688 8344
c9961 17754 -16856
c42666 18348 -38528
c34443 18216 -7280
c12095 17622 -28952
c18593 17622 -5768
c27953 17226 -46592
c1485 17820 13888
c3186 17952 49168
c3015 16434 17416
c42812 17622 24472
c12137 17754 4816
c1197 17424 -50120
c44572 17094 28000
c21458 17952 -14336
c267 18744 33544
c17868 18084 -26432
c43815 18546 -9800
c4432 18282 48664
c11631 18282 -44576
c27961 18612 -45080
c21921 16500 16912
c29641 18216 35056
c1784 17622 -41048
c2350 18480 -16352
c13877 18084 -1232
c7108 17886 -5264
c2948 17820 -27944
c8486 18084 2800
c32543 17688 -30464
c1173 18018 37576
c4434 18216 -7784
c28275 18480 -4256
c33497 18084 -52136
c13285 16962 9352
c27606 18414 34552
c26956 18612 -9296
c18881 17160 32032
c32936 18216 50176
c44388 17292 46648
c29004 16170 -17360
c35741 16962 21952
c18791 17358 58240
c26810 18546 34552
c2296 17754 -46592
c6159 17952 10864
c38084 17094 36064
c20863 18348 49168
c23519 18480 35056
c14618 17952 35560
c38319 18744 -36512
c20677 17028 -22400
c19987 17094 -18368
c31970 18546 22456
c39466 17094 -17360
c29043 17688 16912
c33836 17226 36064
c32561 17226 9352
c36507 17490 28000
c19832 17820 46648
c11686 18282 39088
c15155 18216 -1232
c35542 17754 25984
c36856 16368 9856
c34988 18216 48160
c4951 17622 -40040
c16329 17688 -8288
c4622 18480 33040
c7708 18348 35560
c18716 18744 49168
c6895 18876 35056
c25874 18282 37576
c42306 17226 -24920
c42094 17094 -42056
c28357 17556 14392
c23833 18216 -17864
c20911 17292 -31976
c16762 16698 17920
c28173 16896 42112
c20934 17490 13384
c26135 16698 -19880
c40061 17490 -53648
c39934 17886 7840
c1510 17358 3808
c7418 17622 17416
c43212 18282 49672
c11386 17754 -40040
c20123 17622 14896
c23754 16632 18424
c9590 17622 3808
c18144 17424 42112
c6298 18084 -49112
c24325 17688 -31472
c37259 17952 -8288
c44250 18150 38080
c16440 17952 -31976
c4448 19074 34552
c33915 16632 -42560
c18584 17886 -53144
c32097 17490 36064
c9048 17820 -54152
c15091 17160 43624
c7721 17028 -20384
c41135 17226 -52640
c36999 17490 -29456
c40686 17754 45640
c10973 17886 36064
c4683 18744 -7280
c35716 17622 -52640
c44234 17952 -36008
c17212 18282 36064
c30663 18942 48664
c22528 16962 18928
c2587 18678 49672
c2466 18150 7840
c35312 17028 3304
c9783 18480 -52136
c728 17226 8848
c8813 17160 23968
c22483 18942 22456
c36987 18018 3808
c339 17688 -33488
c17704 18018 -52640
c9720 17820 14392
c37054 17820 -2240
c26636 17754 13384
c20401 17292 41104
c39925 17952 11368
c20224 16368 -50624
c37975 17820 -25928
c14943 19404 35056
c31468 19074 48664
c25335 19008 35560
c29699 19338 22456
c22170 16698 32536
c9873 17754 21448
c37978 17886 -48104
c38923 17754 17920
c28667 18678 36064
c10525 19800 38584
c38226 18216 22960
c15256 18414 38080
c8517 17688 -21392
c37647 16896 9856
c19333 17226 18928
c13911 18282 280
c37752 17160 3304
c16980 18876 33040
c31811 18216 -8288
c8722 18810 -44576
c35091 17952 -46088
c37020 18216 28504
c15348 19602 34552
c19869 18150 5320
c19367 17160 -28448
c11022 17556 -50120
c23058 18018 -40040
c10586 17886 -42056
c24223 18348 -27440
c6646 17424 -6272
c24630 17094 32536
c39982 18612 -1232
c9800 17094 23464
c20924 17820 11872
c2224 18150 -48104
c5654 17028 -48608
c33783 19272 35560
c16916 18282 -49616
c13132 18414 -52640
c44651 18216 47656
c16617 19272 49168
c38801 17226 32536
c3249 17424 10360
c17872 18150 15904
c3316 17688 18424
c5599 17886 17920
c3170 18744 -45080
c22151 17820 -15848
c24720 17292 3304
c32415 18678 15904
c8081 19272 -37520
c27404 17886 -5768
c15443 17358 -47096
c36422 17952 -41048
c5084 18018 16408
c30820 17424 3304
c42545 18810 -16856
c34474 17952 42112
c25195 18612 -27440
c16054 18678 38080
c18308 17952 -56168
c25048 17952 -22904
c38868 17754 -224
c14945 17952 -48608
c42735 18282 2296
c25113 17226 -29960
c40143 17886 -29456
c5121 17358 32536
c35837 19536 33544
c6124 18150 -53144
c29845 19074 -44576
c31219 17556 20944
c8075 18876 -56168
c2297 18480 7336
c41454 17622 -41552
c16494 18414 18928
c4158 18942 -43568
c1187 17886 -38024
c2679 18216 -11312
c37240 18018 -53648
c43842 18546 -52640
c6708 17556 -8792
c24956 18810 17416
c4888 18414 -24920
c33548 17754 23464
c15047 17622 -32480
c31620 17886 28000
c8132 18612 -45584
c3942 17952 -50120
c28301 17490 32536
c2337 17820 -31472
c39984 18348 -28448
c22069 20328 38584
c19428 18150 -17360
c23807 18018 -15344
c17414 17556 43120
c3885 18084 44632
c24685 18348 -47600
c12244 18414 -48104
c19399 18150 -5768
c10277 17688 41104
c31192 19140 -36512
c40954 18876 48160
c8426 17886 -54656
c20409 17226 -20888
c2166 19536 -16352
c39498 17952 8344
c27858 17490 27496
c15680 18282 -38024
c35135 17358 -55160
c37473 17424 -55664
c11291 19008 -49112
c31629 17622 32536
c39337 17952 -21392
c9919 18876 -1232
c2055 18018 32536
c39768 18150 34048
c35087 18876 -26936
c40492 18150 -37016
c12105 17952 -6272
c22288 18678 -12320
c43299 17358 -19880
c17347 19272 -44072
c15403 18282 28000
c43300 18678 -48104
c16746 17952 -31472
c22912 18942 36064
c14636 19404 -26936
c25855 18084 -36008
c37833 18480 -2744
c4744 18480 -38528
c43442 18480 4312
c14054 19206 -17360
c19001 19206 48664
c35844 18282 29008
c1904 19668 33544
c36449 19206 -35504
c36715 17886 40600
c22837 18282 -53648
c21971 19074 15400
c2112 18150 -54656
c36768 18612 22960
c28663 18084 -30464
c35248 18546 32536
c6456 18414 -53648
c35781 19140 -1232
c26630 18018 -46592
c2439 18282 -728
c28132 19734 22456
c8535 18018 46144
c17275 18414 -46592
c34436 18546 -53144
c33609 18414 -54656
c21326 18876 18424
c41018 17952 -3752
c12731 18216 -5264
c12736 18744 -2744
c8459 18810 39088
c35453 17490 42616
c6129 16104 -56672
c30401 18612 20944
c39525 19734 34552
c3145 18546 -728
c24981 18348 2800
c20589 18150 21448
c38601 17886 -1736
c17603 18216 784
c42125 18546 44128
c38351 19206 16408
c24632 17556 20440
c11019 18546 37576
c30985 19602 -35504
c24027 18942 49672
c25220 18150 21952
c30578 18678 -53144
c8949 16632 -50624
c14143 18546 -37016
c29012 19536 -10808
c4279 19998 22456
c7123 18150 -1736
c40544 18612 47656
c42775 18942 32536
c7651 17820 32032
c12445 19074 39088
c19345 18942 23464
c16266 18216 32032
c21575 18282 -43064
c31273 18744 -8792
c23627 17688 -35000
c5070 19008 -12824
c38884 18942 -224
c30277 18810 -728
c18754 18084 -31472
c28775 18282 -1736
c35455 18282 -55160
c42825 18546 280
c16934 17820 -28952
c37622 18282 34048
c5535 19008 -56168
c3716 18810 280
c33566 17886 45640
c30618 19668 -37520
c25042 18810 -53144
c39996 19074 -728
c9275 19272 48160
c17396 18348 -31472
c28221 19074 280
c1914 18282 -13832
c27325 19008 -8792
c1822 18678 -1736
c24701 17490 -20888
c7364 18150 -18368
c37577 18480 -30464
c26860 18414 9352
c23192 18942 38080
c24180 18348 -27944
c38089 18348 -25928
c43188 19008 -52136
c5523 18282 -18872
c23373 19668 35056
c19255 18546 -53648
c11782 18876 13888
c33966 18348 -3752
c31835 18810 14896
c26975 18810 -32480
c41343 19536 35560
c3983 18150 -19376
c35894 18348 -55664
c24331 18414 46144
c25614 18612 -35000
c29927 18480 -3752
c8622 19338 39088
c19363 19470 39088
c1885 19338 280
c9485 18546 -47096
c17478 18414 5320
c32985 18612 44632
c14761 17886 27496
c22612 17952 -57176
c28493 18876 -48608
c21080 18876 -35000
c34149 18546 3808
c26529 18150 47152
c23663 18084 -54152
c38920 18942 -1736
c36609 18216 -32984
c14930 17028 -56672
c17798 18876 -57176
c42905 18084 41104
c8429 18348 -30968
c381 18480 32032
c26271 19008 47656
c23331 17754 37072
c7691 18480 -14336
c17721 18084 14392
c18189 19206 49672
c30933 18744 -13328
c9417 18282 -19880
c28793 19140 -35000
c22518 18876 44632
c25505 18414 -33992
c38531 18084 36568
c36978 18018 -29960
c20436 18414 -3248
c1585 18678 21952
c4090 19470 -1736
c11911 18414 -38024
c43326 18414 55216
c6959 19602 280
c25453 18744 16912
c28796 18480 -6776
c24274 18612 -25928
c39977 18348 57736
c5814 19206 -43568
c44055 18810 58240
c33124 18348 -54152
c6778 18744 4312
c6229 18084 -33488
c23530 18810 -48104
c28941 17424 57232
c3858 16764 -42560
c42374 18414 8848
c44528 18678 -42056
c1923 18876 -15848
c24497 17556 3304
c12840 19008 16912
c14478 18480 -54152
c5835 18942 15904
c22449 18216 -21896
c16584 18348 -24416
c6801 18876 -38528
c13379 19800 -37520
c42550 19140 -30968
c12689 18546 41608
c29480 17556 26488
c8536 19536 -36512
c8665 19206 -18368
c18197 18348 43624
c22697 18150 53704
c43285 18546 6832
c3812 19404 -35000
c25486 18942 39592
c7453 18282 -29456
c33696 18546 -33992
c26381 18876 57232
c7012 18084 -20384
c23175 18282 -39032
c42234 17820 3304
c2048 18942 45136
c11718 19800 35056
c6315 18810 21952
c25712 18150 37072
c30892 19272 -13328
c16757 19998 -35504
c40292 18282 45640
c7709 18546 45640
c19071 17160 -42560
c39351 18150 -20888
c10484 18942 21952
c21898 18810 -3248
c5981 19536 -38528
c29847 19140 -31976
c34667 19338 -19880
c25816 17688 10360
c24785 19404 -7784
c42312 18348 -32984
c30698 18612 43624
c9589 18744 -32984
c8063 18810 -37016
c13274 19932 -36512
c41180 19206 21448
c19050 18744 -47600
c29030 17292 -22400
c32023 19206 -32480
c38898 18216 -28952
c33874 18480 42112
c14792 18876 -20384
c33342 17754 54712
c17758 18744 -6776
c23025 18810 -53648
c972 19338 21952
c28939 19404 -1232
c27786 19008 22960
c19142 18348 -6272
c20103 18876 43624
c31047 19074 17920
c4265 19734 -1736
c16346 18612 784
c6734 18348 36568
c41834 19800 -35000
c41025 18216 -33488
c9821 18612 -30464
c42936 18480 46648
c27674 19338 -32480
c38988 19074 -25424
c40793 19008 -36008
c20953 17952 10360
c22956 19008 -14336
c14420 18546 -34496
c13802 19206 -48104
c13523 19140 -56168
c32331 18150 -39536
c21615 19470 -54656
c13114 18282 -20888
c38289 18810 41608
c10388 19602 18928
c25728 19338 -55160
c428 19536 -31472
c17002 18150 25984
c15841 18744 20440
c21765 18018 -51632
c19890 18282 -29960
c14133 20196 -37520
c28290 18546 -15344
c27736 19074 46144
c24241 17424 9856
c26057 19272 -26432
c37623 18744 28504
c20138 17820 -22400
c7266 18678 37576
c14550 18942 -46592
c23246 19338 -44576
c1150 18810 44128
c16260 19206 -3248
c24425 18018 30520
c14083 18876 784
c33535 18942 13384
c30186 19074 -38024
c13047 20130 -35504
c37323 19470 32536
c12285 18678 -43064
c12679 17886 6328
c5202 18546 -39536
c33194 19536 16912
c21306 18744 -23912
c13744 19008 -28952
c19940 19008 -2240
c44638 18546 47152
c10293 19404 43624
c586 19470 38080
c39213 18150 19432
c14628 19074 45640
c43614 18018 19936
c38107 19008 4312
c34097 18876 -10304
c25883 19140 -9296
c40737 18414 -40040
c25554 18744 -54152
c11204 18744 -40544
c38949 18876 -3752
c42960 19008 32032
c24336 18546 5824
c21337 20196 -36512
c8529 19536 -28448
c20177 18216 -46088
c15046 18810 -52640
c18512 18942 -39536
c5262 18810 -34496
c7939 19008 -54152
c34122 18282 37072
c28225 19074 -19376
c41995 18744 43120
c23398 18678 3808
c17739 18942 -42056
c33452 19008 -17864
c526 18546 -51128
c7665 18678 -29960
c25913 18810 3808
c17387 18414 37072
c1220 19404 44632
c34860 18678 42616
c34814 19470 -3248
c35253 17556 -42560
c23867 18414 -41552
c41302 19140 43120
c1681 19668 -7784
c22714 18678 19432
c32670 18876 -45584
c41279 18612 14392
c5431 17952 3304
c18053 19404 -3752
c8590 19008 -46088
c4025 18942 3808
c16842 18678 28000
c21811 16764 -50624
c28807 19074 28000
c16514 19272 -49112
c31193 19272 22960
c25534 18876 -11312
c27681 19272 20440
c8942 19866 17416
c21098 18282 19936
c8466 19404 -55664
c5281 20064 16912
c35423 20262 -35504
c15740 19932 -38528
c33395 19404 48160
c24817 17688 -42560
c32999 19338 41608
c40065 18282 40600
c5285 18942 37072
c26036 19338 -48104
c10464 18876 -6272
c14352 19074 -29960
c11847 19008 8344
c16139 19602 -48104
c23368 19668 -1232
c20824 19602 -25424
c42663 19206 42616
c24208 18348 25480
c11929 18942 -53648
c40415 19536 43120
c11005 19998 -55160
c35859 18480 25480
c23689 18942 19432
c20733 18084 3304
c11682 19338 -728
c25161 18414 40600
c13875 19470 -29960
c30668 19932 43624
c17287 18876 25480
c3684 19866 38080
c3325 19206 -46592
c40155 18942 9352
c36861 19998 39088
c36218 19602 8848
c10929 19140 -21392
c29317 19074 27496
c28485 19338 23464
c13791 18876 -50120
c15105 19206 54712
c32723 19470 45136
c23845 19338 -19376
c2905 19998 38080
c9969 19140 33040
c24507 18876 -27944
c27221 18744 26488
c18398 18942 -43064
c8910 19536 5320
c31772 19998 17416
c23741 19008 25480
c25520 19734 -47096
c43129 18546 -41552
c42804 19206 36064
c11894 19470 -29456
c40487 19008 42112
c37147 19800 43120
c20008 19074 37576
c19012 19206 -53144
c11626 19206 -224
c30320 19932 18424
c15860 19272 36568
c34521 18744 14392
c9725 18810 34048
c17592 19734 23464
c34552 19272 41104
c23939 18678 40600
c40644 18546 19936
c24659 18084 24976
c34967 19008 10864
c16217 18612 -5768
c24905 18216 11368
c9324 19470 28000
c3896 18942 -40040
c25310 18414 -51632
c14567 18942 4816
c14756 19404 -30464
c35173 17754 55720
c43613 19074 44128
c16274 19206 15904
c20639 18678 7840
c37496 19074 34048
c9213 19932 44632
c41643 20130 17920
c21675 19998 -47096
c10087 19536 42112
c17508 19272 -45080
c11842 19668 -49112
c29805 18876 2800
c10793 19338 34048
c39818 18942 7840
c33078 18216 3304
c26993 19800 22960
c21387 18942 -41552
c18892 19338 37072
c20754 20262 -29960
c42047 19074 40600
c29846 20196 18424
c4333 19074 6328
c17951 19602 19936
c16694 19668 36568
c11404 19140 -2744
c34728 19008 56224
c33585 20262 39088
c2066 18942 -5264
c35608 19404 -8288
c34395 19404 50176
c35137 19470 39592
c344 18942 47152
c18708 19206 -49616
c163 19668 20440
c22499 19272 -7280
c37197 19404 25480
c44082 20262 58240
c32683 18678 -39032
c37849 18216 11872
c40791 19338 47152
c38677 19998 45136
c18974 20064 20440
c13326 19470 -49616
c38123 19734 37072
c41009 19338 40600
c44008 19338 6328
c5271 19272 -8792
c32791 19140 -28952
c38030 20130 -1736
c15724 19206 7840
c18449 19866 37072
c17705 20394 22456
c34648 19404 33040
c41226 19866 41608
c16288 19536 7336
c39319 19008 10360
c3352 19602 47152
c12747 19668 41104
c29611 18348 23968
c39297 19800 48160
c10377 19800 42112
c31709 19206 -43064
c269 19734 42616
c8510 19536 -24416
c4302 19470 19432
c15309 19008 -50120
c29742 19536 -9296
c11239 19602 46144
c39224 19404 11368
c43425 19206 -32984
c18309 19140 3304
c1299 19272 50680
c3492 19272 -56168
c15671 19272 784
c41902 19140 -2240
c19616 19272 -38024
c31958 20064 42112
c19794 19602 -24920
c38642 19338 25984
c15746 19932 -1232
c11171 19206 -34496
c10344 19536 -26432
c3383 18612 24976
c25741 19602 28000
c41820 19602 53704
c35012 19008 -4256
c19398 19272 -47600
c23794 20196 41104
c3004 20130 -42056
c7489 19272 -15848
c22770 19800 2800
c5520 18612 52192
c26304 18216 30016
c39382 19074 -41552
c11140 19668 20944
c39548 19338 -5264
c32608 19338 26992
c28910 19140 -27944
c20974 19470 -39536
c11040 19404 47656
c24472 20130 8848
c30550 19338 -18872
c41575 18678 2296
c30685 19602 40600
c34592 19338 -22904
c29203 19338 -27440
c31322 19536 -28952
c15595 19470 27496
c34608 20328 -30968
c5571 20064 -48608
c15868 19272 28504
c39043 18942 2296
c32407 19470 7840
c38429 19206 -20888
c12734 19668 -26936
c12580 19140 12880
c42610 20328 22960
c36631 19800 47656
c23344 20328 54208
c32687 20262 42616
c40100 18282 12376
c16420 19668 46648
c21012 19470 25984
c33854 18480 11872
c41784 20130 9352
c27321 19404 -4256
c21243 19536 -3752
c7251 19866 -49616
c38579 18744 23968
c21231 19998 -16856
c5083 19008 23968
c39843 20064 10864
c31061 19602 -43568
c30452 20130 -25424
c9899 19272 14392
c27369 20790 22456
c6691 19470 13384
c42959 19272 -21896
c1395 19800 46648
c36213 19536 25480
c4315 19866 6328
c5793 19602 -39032
c9084 19008 24976
c6477 19008 -5768
c43305 19998 47152
c15722 19338 37576
c33035 19602 -5264
c8509 19338 12376
c11490 19404 24976
c6582 19602 -728
c19820 19734 5824
c20133 19536 33040
c34433 17952 -50624
c30957 19338 48664
c29124 20460 40096
c3279 19206 30520
c13093 18150 29512
c20900 19668 11368
c42741 19668 -28448
c36386 19074 31528
c12645 18414 29512
c8333 20262 -4760
c6011 19734 19432
c39707 18942 -33992
c32801 19140 -41048
c22835 19932 25480
c12132 19008 -33488
c4228 20394 21448
c28428 19932 -56168
c15458 19536 -10304
c9464 19602 -44576
c29979 20196 2800
c24712 19800 4312
c20308 19866 14896
c33571 18942 24472
c33878 19404 30016
c7826 19338 44128
c19726 18942 -51632
c7232 20658 19936
c39128 18744 31024
c11487 19734 6832
c44464 20460 42112
c28206 20724 22960
c25115 19602 15400
c31224 19734 -39536
c33196 19932 -28952
c36687 20394 -20888
c34622 19734 26992
c13200 18546 1792
c30923 19998 40600
c11309 19734 -51128
c11423 19602 15904
c21460 20856 40096
c1584 19602 -47600
c38989 19734 25984
c32620 19800 -4256
c30541 19866 -24920
c38543 19404 -27944
c27257 19668 31024
c29961 19998 26992
c11071 19800 57736
c29295 19800 30016
c19731 19998 25984
c19366 20130 -41552
c15118 19932 47656
c23975 19338 29512
c42365 20328 57232
c11892 19800 24976
c20994 19470 29008
c33667 19140 -33488
c21175 19800 -26936
c21518 19536 -2240
c37596 19338 49672
c34109 19866 -39536
c43860 19074 24472
c34110 19800 -9296
c22867 19998 19432
c15465 20724 5320
c6141 19668 11872
c25178 19866 -3248
c30824 20460 2800
c43287 20856 38584
c29118 19668 33040
c23560 19404 -6272
c631 20130 30520
c29381 19800 -25928
c4793 19272 23968
c36595 17952 -42560
c8932 19074 -33992
c1316 19602 48664
c9897 20196 -224
c27732 20064 -21392
c12480 19338 -17864
c43186 19998 -40040
c3339 19998 -46592
c26786 19932 13888
c43745 19404 -5768
c38274 20064 30016
c28285 20262 31528
c40768 19734 -15344
c31001 20130 -39536
c43855 19866 -728
c1974 19668 -44072
c493 21120 40096
c9534 20196 -28448
c17928 19866 -39032
c42394 20328 23968
c11209 19866 29008
c10735 19932 -20384
c24884 19866 55216
c10748 20394 -25424
c17956 19734 45640
c10486 19470 -51632
c6929 19734 44128
c3085 20262 -29456
c33963 20262 -17360
c37202 20526 30520
c34036 20394 17920
c28412 19536 -45080
c40446 20196 13888
c32885 20526 38080
c25569 20262 -24920
c18559 19866 15904
c14949 19800 49168
c2116 19668 -19376
c22131 18810 1792
c6294 20196 -45080
c16815 19866 280
c14522 19668 7336
c10130 20064 10360
c23917 19470 24472
c8508 20196 -25928
c27106 20130 23464
c17471 20064 47656
c21040 20196 -50120
c43230 19932 -3752
c8637 20328 -48608
c18975 19866 2296
c39291 20130 4816
c38492 20658 17920
c14203 21054 6328
c29644 20064 -9296
c6723 19932 -11312
c43537 20526 29512
c8056 19536 -9800
c23538 19734 1792
c18872 19272 -46088
c22050 20658 24472
c16886 20394 -4760
c6737 20196 7336
c37361 20328 14392
c38619 20130 29008
c23640 18612 9856
c35435 18876 9856
c19598 19998 -10304
c18955 19668 -2240
c33737 19932 -8288
c23497 20460 30016
c24761 19998 48664
c12051 21384 40096
c2467 20988 22960
c10716 19536 -46088
c6753 20856 30016
c11537 20856 31024
c615 19800 -6272
c10815 20460 48160
c7399 20130 -47600
c14780 19932 26488
c26003 19602 -34496
c19781 20922 6832
c43213 20460 28504
c42729 20526 -25424
c39750 20262 -18368
c18691 20526 45136
c8979 20064 3304
c9295 20856 11368
c7654 20196 -41048
c32478 20394 -19880
c27343 20922 30520
c40306 20658 9352
c628 21450 29512
c28417 19866 44128
c5175 20130 -728
c16966 20130 -54656
c14063 20526 48664
c37555 20064 4312
c21715 19998 -3248
c31654 20196 -19376
c28912 20064 -2240
c25103 21120 11368
c28977 19932 -21896
c31034 20526 -17864
c5836 20196 47656
c756 20592 -25928
c10620 19932 -4256
c16178 20658 54712
c22395 19206 55720
c18118 20658 55720
c40984 20196 32032
c32263 21054 53704
c4304 21384 23968
c43043 20658 -44576
c2135 20262 -47096
c5311 20196 12880
c11563 20130 56728
c6484 20790 -48104
c22414 20460 -50120
c42580 20262 19432
c16696 20460 -19376
c1941 20658 -24920
c21541 19866 49672
c40642 20130 1792
c31593 19800 33040
c38564 20130 -39032
c33506 21780 5320
c25512 19800 -27944
c17917 21186 30520
c3529 19668 -26432
c17172 20196 24976
c12270 20196 36568
c8358 19800 -24416
c33616 20856 -25928
c7808 19338 1288
c4425 18348 -50624
c4233 20394 19432
c16063 20262 23464
c35062 20328 13888
c28955 20064 -6272
c39844 19998 -34496
c5921 20658 -55160
c39678 20394 25984
c19104 20262 43120
c2206 20328 -44072
c20286 21516 -6776
c42075 20394 -1736
c13766 20064 -24416
c12174 20856 26488
c27673 20064 -38528
