TotalDisplacement 33417369
MaxDisplacement 7430
NumCells 44811
c27540 -53262 37072
c16623 -55704 58240
c12238 -55770 57736
c12007 -54252 58240
c36633 -54318 57736
c33372 -54252 17920
c1093 -54186 -29456
c38906 -54186 56224
c20459 -54846 29008
c23649 -55506 -47096
c28182 -54318 3808
c41275 -53922 29008
c28129 -54120 19936
c35056 -53526 15904
c275 -55110 -12824
c3464 -54252 41608
c19697 -54780 -2240
c3683 -54318 18424
c34576 -54054 -49616
c7793 -53262 -17864
c2582 -54648 55720
c7998 -53922 6832
c12399 -54252 54208
c10078 -55374 -41048
c15240 -54186 -44072
c40070 -54186 -33488
c25594 -54120 -19376
c6228 -54186 26992
c34979 -54186 -3248
c17886 -55572 -37520
c22465 -54186 -41048
c25441 -53526 32536
c41765 -54450 -29960
c31782 -53394 43120
c27572 -53790 37576
c40318 -53790 -30464
c20476 -54318 -5768
c43555 -54252 -13832
c20354 -54582 -12824
c42639 -54186 -8792
c17530 -54450 -45080
c13507 -54450 -28448
c44468 -53856 -10304
c34033 -53922 -9296
c14296 -53526 -18368
c22508 -54714 -5264
c29614 -54450 -728
c9268 -54054 -41552
c10798 -54120 2296
c11745 -52866 -6776
c4717 -53724 -48608
c2142 -54582 -7280
c33490 -53790 -33488
c42732 -53790 -13328
c14298 -54516 -11312
c24862 -54120 39592
c40663 -54054 46144
c36098 -53064 47656
c29574 -53790 43624
c2386 -53592 4816
c38760 -53394 -12320
c26264 -55044 -43064
c10824 -54714 -31472
c42102 -53658 37576
c41458 -54450 -16352
c41173 -54912 -15848
c39416 -54384 -37520
c14367 -54384 -2240
c4029 -54384 23968
c26622 -54318 21448
c26247 -54054 -6272
c1745 -53988 -10808
c25201 -54054 3808
c17197 -52998 -18872
c33945 -54186 -16352
c28856 -53922 -33992
c13146 -54846 -30968
c42669 -52338 37072
c2771 -55110 51688
c32546 -53922 -14336
c32194 -53526 -7280
c33818 -54054 -3752
c41582 -54846 -4760
c22746 -52998 -17360
c30971 -54582 784
c15675 -55308 -45584
c21444 -53724 -40544
c41716 -53262 -7280
c33793 -52998 -17864
c35866 -53922 -47600
c22642 -54384 -31976
c39375 -52998 -7280
c40462 -54054 2800
c20307 -53658 -9296
c43226 -53394 -33488
c25836 -52734 52192
c1219 -54384 -1736
c24559 -53988 -21392
c26762 -53526 -3248
c12489 -53922 44128
c39588 -53262 38080
c34415 -52734 -18872
c1307 -53790 -8288
c42400 -54186 -4760
c35067 -54318 -32984
c21560 -53658 46648
c17769 -53262 56224
c44040 -54846 -43568
c23683 -53394 -2744
c16381 -54186 20944
c39295 -53856 -43064
c6486 -53988 -2240
c34343 -53922 -3752
c3050 -54318 -37016
c24556 -53130 -2744
c15773 -54516 56728
c19354 -52866 43624
c16308 -54450 -5264
c5626 -53856 -52136
c40967 -53328 55720
c9582 -54186 -14840
c7668 -53394 -12824
c30435 -53790 -42560
c10041 -52800 -52640
c7604 -54054 -39032
c36926 -53988 -11312
c1017 -53658 5824
c17911 -53856 -39536
c14901 -53790 -37016
c11096 -54054 -27944
c44614 -54780 -36512
c25823 -54186 -40040
c22563 -53526 -47096
c43719 -53922 20944
c36979 -53922 -32984
c41121 -53328 -1736
c32290 -52734 -17864
c13640 -53790 -14840
c28032 -53922 -32480
c31255 -53394 -3752
c22357 -52866 -11816
c1100 -53130 -5768
c42251 -52998 -44072
c41424 -52932 -2240
c20823 -53922 3808
c29654 -53460 -44576
c12780 -54120 -38528
c43862 -53460 -10808
c44454 -53526 -28952
c23712 -52998 -46088
c34569 -53526 -4760
c11901 -51810 -6776
c1344 -52800 47656
c28814 -54714 -1232
c28963 -54318 -15344
c28781 -53988 -4256
c17245 -52272 -52640
c31867 -53262 -5264
c18159 -54186 1288
c29680 -54450 -1232
c43359 -53130 -53144
c7645 -53262 -13328
c29970 -53196 -44576
c32741 -52602 -17864
c28752 -52668 -2240
c10720 -53130 -42056
c778 -53262 -4760
c27927 -51810 42112
c4306 -51876 -52640
c26531 -54384 41104
c38304 -53394 22456
c21695 -53658 -43568
c8007 -51216 -7784
c36483 -53328 -10304
c7824 -53196 -52136
c7300 -53658 -53648
c29600 -53790 26992
c18909 -52602 -30464
c19892 -52602 -11816
c41563 -52866 -12824
c41736 -52998 -16856
c20505 -53790 16408
c28169 -53526 48160
c43092 -53526 -1232
c18796 -52404 -2240
c2168 -53130 -4760
c12652 -52470 -44072
c16364 -52602 47152
c33184 -53262 32032
c14871 -52866 -4760
c9318 -53262 -28448
c41767 -54846 51688
c26844 -52866 -42056
c10367 -53064 41608
c27498 -53724 27496
c18269 -51612 -52640
c40776 -53262 -728
c30846 -53856 -4256
c28847 -52998 -29456
c14369 -53328 -43064
c28678 -52866 -6272
c40104 -53064 -13832
c9859 -53460 41104
c13965 -51546 -6776
c13985 -52998 -3752
c31671 -52470 42616
c12685 -52668 -52136
c41534 -52602 -5264
c25183 -51678 -51632
c22137 -52734 -53144
c12146 -52998 -41048
c33745 -53262 -29960
c33118 -53196 -37520
c18866 -51282 -51632
c13238 -52800 -11312
c38015 -52998 -28952
c27127 -53526 6328
c27921 -53130 52696
c7265 -52470 -53144
c38510 -53394 -53648
c3677 -53130 46648
c32432 -54384 -224
c43227 -52734 -16856
c34616 -52602 -12824
c33777 -53130 -53648
c16503 -53394 -43568
c5844 -53328 4816
c26228 -52866 36568
c3771 -53658 16912
c8441 -54450 -38024
c28482 -53724 -15848
c6509 -53592 -4256
c19372 -53130 17920
c10272 -52734 -28448
c15466 -52470 52696
c6607 -52866 -53648
c7618 -52734 17416
c27405 -52140 47656
c7222 -52998 -14840
c34827 -54186 -38024
c35112 -50622 -51632
c19634 -53460 -4256
c24434 -53724 2296
c19288 -53592 -36512
c25799 -52800 41608
c30591 -53460 -224
c39272 -53262 -33992
c34641 -52602 -37016
c22816 -53394 10360
c42353 -54450 -36008
c27 -52734 -41048
c44794 -52998 -13328
c35625 -53592 56728
c34485 -53394 784
c35801 -52602 -4760
c10995 -52602 -42056
c19435 -53790 51688
c17395 -54582 53704
c23367 -52668 -39536
c5325 -52338 -30464
c32301 -52008 280
c26501 -52404 -1736
c37027 -52206 53200
c32773 -53064 -10808
c43246 -53328 -4256
c16092 -53922 53704
c9478 -52536 -224
c14891 -52206 -17864
c24149 -53922 -36008
c6450 -50226 -51632
c6717 -52602 -42560
c24446 -53922 -21896
c13610 -52338 37576
c27856 -52866 -41552
c6952 -52734 -46088
c2558 -53658 -30968
c13927 -53526 -32984
c11080 -53922 38584
c18557 -52734 -29960
c403 -52206 -12320
c15111 -53262 -45080
c7988 -51282 53200
c11700 -53262 -43568
c41939 -53922 54208
c29625 -52206 43120
c6670 -51942 38080
c26139 -52602 -29960
c38415 -51744 280
c2919 -52866 784
c7039 -53130 1288
c19826 -52338 -42056
c25829 -52866 -14336
c40071 -51216 -52640
c8758 -53592 20440
c36410 -52602 -16856
c22777 -52800 58240
c25494 -52338 784
c35400 -52866 54208
c30996 -53064 -4256
c4832 -52800 36064
c15059 -52206 -29456
c40361 -53526 -27944
c25142 -50952 -7784
c8246 -51678 37576
c28382 -52338 -728
c18543 -52338 -29960
c36194 -52932 -38528
c15582 -52470 -3248
c5001 -52074 -11816
c18956 -53130 -30968
c29247 -53064 -36512
c33280 -53262 21448
c12855 -52470 -41048
c23488 -53394 23464
c10814 -53592 -21392
c18238 -52536 -37520
c23597 -53196 23968
c14308 -53526 -31472
c17673 -52140 36064
c23215 -52338 -37016
c16915 -51942 43624
c39763 -53328 21952
c40703 -53658 20944
c7624 -51810 36568
c16450 -53196 -31976
c38552 -52734 -36008
c19316 -52008 31528
c28216 -52866 48160
c37843 -53196 54712
c13907 -52998 -40040
c33425 -51018 37072
c15805 -52206 -728
c31238 -52206 52192
c4457 -53130 -31472
c36384 -49566 -51632
c3171 -52206 -2744
c22456 -53262 38584
c26850 -53328 -45584
c18282 -53658 -21896
c705 -52206 -3248
c16185 -53328 1792
c39240 -52272 -26432
c13180 -53856 -35000
c20293 -53394 -25424
c20970 -52998 -38024
c27207 -53328 -21392
c34717 -50622 53200
c9786 -53658 2800
c3272 -52998 22960
c1895 -52074 -42560
c21433 -52602 38584
c15630 -53394 -21896
c23554 -53130 -43568
c44731 -52800 6832
c10336 -52602 -1232
c22674 -51084 36064
c11323 -53724 35560
c20560 -51678 -29456
c23622 -52998 -25928
c570 -52734 1288
c23251 -53460 -35000
c18804 -53724 9352
c31724 -53526 -26936
c42494 -52536 -10808
c18209 -52272 35560
c18945 -53064 -21392
c20168 -52734 -7280
c36627 -52140 -1736
c30135 -51480 47656
c779 -52866 57736
c31455 -54582 57232
c24824 -52338 1288
c44583 -53394 10864
c29754 -51282 36568
c20508 -52536 54712
c29636 -53394 2800
c18213 -53526 -51128
c44765 -52536 1792
c26346 -53130 16408
c5329 -54120 -56168
c39501 -52074 32032
c17879 -52668 -3752
c33302 -52734 -38024
c23851 -52932 23968
c22601 -53790 -56672
c31344 -51414 -29456
c14987 -51876 -37520
c22358 -52866 53704
c14055 -52734 -5768
c3155 -51612 -224
c21823 -53790 48664
c23212 -52866 -39032
c21165 -51282 31024
c44662 -53262 -34496
c32201 -51942 -728
c28945 -51810 52192
c26485 -52602 -14336
c157 -52866 -31472
c37997 -52668 41608
c41624 -51942 1288
c6047 -51942 -53144
c12230 -53394 -35504
c28926 -52800 -21392
c16596 -53130 -21896
c26709 -52404 -43064
c8691 -52998 -16352
c32560 -53658 -20888
c42918 -53460 2296
c18834 -53658 44128
c37101 -53130 44128
c29511 -52734 44632
c24666 -52998 46144
c13981 -53988 -20384
c26736 -52338 -16856
c27573 -53130 48664
c39151 -52074 -48104
c32945 -52074 -1232
c4735 -51810 52696
c29046 -52338 -30968
c40167 -53130 28504
c21317 -53196 2296
c5806 -51216 -224
c19201 -51942 38584
c13099 -52536 -21392
c2702 -54054 33040
c18599 -53922 14392
c42714 -51480 -37520
c1429 -52338 -39032
c35382 -52866 5320
c36006 -52536 -40544
c36322 -51018 37576
c27165 -52866 -19376
c10801 -52206 48160
c34247 -51810 -42056
c44205 -53922 19432
c14624 -51744 -38528
c9662 -51876 -36512
c32630 -51942 46144
c2353 -52140 -2240
c40147 -52338 56224
c2347 -53262 -20888
c11559 -52470 -5768
c30129 -52338 6328
c26299 -52800 2296
c38045 -53130 51688
c28190 -52998 -34496
c31444 -51678 -41552
c8567 -51942 -39032
c28465 -53328 12880
c14401 -54120 -57176
c10174 -51612 -36512
c33154 -49170 -51632
c21839 -53658 18928
c20074 -51282 47152
c14074 -52734 10864
c9844 -51810 -7280
c7279 -52602 18928
c24703 -54846 51184
c16706 -52668 -55664
c30825 -52404 -39536
c323 -52470 48664
c43201 -51546 48664
c44279 -53262 57232
c31010 -51348 58240
c40441 -53262 4312
c24172 -53196 8344
c4168 -53262 -32984
c5838 -50490 42112
c5269 -53394 20944
c12554 -52800 30520
c21016 -52140 41104
c43591 -52470 -24920
c8341 -53394 3304
c44184 -51678 -30968
c34179 -52140 1792
c21848 -51546 42616
c33324 -52998 -46592
c41935 -52338 32536
c4547 -53724 -20384
c36487 -53460 -20384
c5588 -52998 45640
c44071 -51678 -39032
c39685 -51348 280
c6951 -54318 51184
c39965 -52866 20944
c40549 -53460 -27440
c15084 -52338 -18368
c21442 -53526 24976
c14647 -50820 47656
c1212 -52074 -36008
c5498 -52998 -20888
c2322 -53130 4312
c19257 -51546 57736
c11236 -53064 56728
c12880 -53460 39592
c40828 -53526 9856
c5918 -52206 -35504
c9339 -52668 2296
c8024 -51810 -30464
c22953 -52734 -20888
c41445 -52008 1792
c4449 -49698 53200
c6452 -51414 784
c16082 -51942 -47600
c3019 -52866 -22904
c20329 -52734 -16352
c9888 -53724 30016
c37670 -51546 -47096
c41972 -52338 -56672
c28726 -52998 21448
c16443 -51876 -1736
c7589 -50886 52696
c3453 -52734 -40040
c30574 -52404 -49112
c23064 -50424 36064
c3348 -51546 -39032
c19991 -51810 51688
c22413 -53988 -19880
c44771 -52272 -39536
c12612 -50688 -52640
c32701 -53790 40600
c10485 -53460 -24416
c8092 -52338 -5264
c2316 -51810 -35504
c18758 -50754 31024
c21523 -53460 19936
c4995 -50820 31528
c7630 -54384 35056
c10664 -53460 35056
c18715 -52734 40600
c5350 -52866 19432
c32852 -53196 -20384
c14050 -52206 53704
c16506 -53262 26488
c19722 -52470 -53648
c24581 -52404 2296
c4378 -53460 9352
c27948 -53658 40096
c7020 -52932 -23408
c36648 -50754 36568
c25666 -51546 -38024
c11134 -52668 12880
c14448 -52536 35056
c1942 -51348 -38528
c6431 -51744 1792
c4734 -52272 -21392
c13301 -51150 -37016
c16831 -52470 -46088
c9327 -52470 -19376
c4464 -52932 -23912
c28960 -52008 -39536
c604 -52272 -35000
c20039 -53658 8848
c26130 -49830 42112
c42900 -52206 -41048
c10822 -50952 -224
c25740 -51744 -48608
c40786 -51810 -46592
c14612 -52536 -15848
c12647 -52998 5824
c12373 -53262 3304
c17642 -52668 -56168
c24380 -52602 44128
c36922 -52140 35056
c18031 -52998 7336
c37462 -54186 49168
c16390 -52404 19936
c29756 -53658 49168
c29477 -52140 4816
c43639 -52602 -33488
c39846 -51810 -11816
c32393 -53328 12376
c21845 -52668 -23912
c21008 -51084 41104
c39190 -51150 784
c31784 -51810 5824
c8766 -51942 57232
c6086 -51744 56728
c25524 -53196 9352
c28897 -53790 3808
c4650 -53262 -55160
c15356 -51876 54712
c31408 -52272 55216
c15584 -51612 41608
c17188 -52932 -20384
c26747 -52800 -9800
c3414 -50886 42616
c2671 -52866 -21896
c36670 -53394 -32480
c22655 -52998 -32480
c40624 -51810 -1232
c28193 -49962 37072
c13414 -52470 39088
c39708 -52140 2296
c32594 -52206 -19376
c5179 -50820 35560
c31182 -52932 9352
c10731 -52404 20440
c18997 -51216 -36512
c44471 -52668 -57176
c1884 -52998 51184
c28906 -52074 -32984
c31978 -52998 -27944
c10570 -51084 -38528
c24798 -51282 38080
c16907 -52074 6328
c20335 -52206 2800
c39842 -51546 -35504
c17155 -52272 22456
c33744 -51546 -36008
c18388 -52008 -21392
c43482 -52206 10360
c42431 -51810 22960
c17828 -52602 20944
c24152 -50886 43120
c29002 -52206 54208
c14887 -52470 -20888
c42083 -53130 -15344
c701 -52338 -33488
c36663 -52338 49168
c3361 -51744 19936
c36583 -52140 -43064
c340 -53130 13384
c24478 -52998 50680
c23553 -52206 20944
c29450 -51810 48160
c178 -50886 38080
c6653 -52008 -31976
c28797 -51810 46648
c5768 -52008 2296
c9878 -52074 40600
c15414 -52470 -27944
c39216 -50622 47152
c5375 -51018 43624
c26442 -52272 -40544
c17055 -51414 48160
c24042 -50886 -37016
c39912 -52866 -43568
c37885 -52338 -43568
c36693 -52668 -20384
c29500 -53064 8344
c3523 -50490 37576
c33419 -51942 21448
c37107 -53658 13888
c25528 -52404 12376
c10279 -51546 -30464
c41554 -51810 -55160
c31052 -52074 -12824
c39723 -50424 35560
c18400 -51546 40600
c32330 -52866 -15344
c30417 -53724 -19880
c35334 -53262 13888
c22643 -51876 12880
c5970 -51810 -32480
c42151 -52338 9856
c9644 -52866 33040
c2266 -50820 -37520
c687 -50160 47656
c24964 -51414 52192
c34056 -52998 14392
c548 -52734 -14840
c5966 -52206 13384
c28557 -52470 45640
c17488 -51810 -34496
c44502 -52602 -21896
c26819 -50886 -42560
c16676 -51876 4816
c21065 -53658 14896
c20878 -53328 27496
c9622 -50358 42616
c19636 -53328 -19880
c10255 -52998 13888
c17586 -51942 45640
c38055 -50622 -37016
c28536 -51744 -39536
c38203 -52140 -49112
c32525 -51282 38584
c27070 -53064 -19880
c25873 -52470 14392
c16558 -52206 39088
c44270 -53196 49672
c37309 -51744 -21392
c31336 -52800 -10304
c32024 -51942 4312
c34790 -53526 11872
c22429 -51942 39088
c24324 -51744 -40544
c13303 -52140 -10808
c30981 -51084 280
c37303 -53460 11368
c338 -52272 6832
c25367 -52800 49672
c2534 -52998 18424
c16318 -52206 -20888
c36362 -51678 10360
c23913 -52272 49672
c23087 -52998 26488
c31245 -50028 -7784
c42762 -52074 19432
c9311 -52602 26488
c30344 -51810 -728
c39428 -52206 45136
c19707 -52206 44632
c40679 -51546 32032
c41874 -50886 -56672
c24530 -51678 -1232
c26826 -52338 -21896
c21077 -52866 14896
c43063 -51942 -20888
c35486 -52404 -20384
c400 -53790 -22400
c35665 -51744 9352
c6002 -51744 -35000
c37704 -52206 50176
c33883 -51282 -38024
c14948 -52206 -28448
c8992 -51546 10864
c36369 -52272 -28952
c16564 -51678 45640
c26267 -52338 -4760
c33614 -51150 32536
c27988 -52140 -20384
c37402 -52074 13888
c189 -53526 -22400
c22574 -51810 54208
c36448 -53328 15400
c15952 -52074 -33992
c37602 -52074 -21896
c5086 -49632 31528
c44335 -52338 -58184
c17909 -51150 44128
c39194 -51678 -20888
c9148 -51480 -21392
c11699 -51678 -22904
c24404 -50028 35560
c1678 -52998 34552
c40115 -53526 25984
c15719 -52800 23968
c29904 -51018 -38024
c13605 -51942 -2744
c34567 -51942 -19376
c3884 -51216 -21392
c43731 -51810 -21896
c22736 -52008 -2240
c32395 -51150 -35504
c36526 -49764 47656
c35643 -53130 24976
c11992 -52668 15400
c33824 -51678 -19376
c30514 -51414 -20888
c40820 -53526 3808
c14045 -53790 -58688
c28008 -52272 -10304
c16561 -51942 -29960
c44238 -51678 34552
c23664 -51810 -16352
c27095 -52338 14896
c38676 -52206 23464
c7917 -52338 -58688
c23581 -52470 8848
c39953 -51810 14896
c19524 -50622 -42056
c1302 -50754 44632
c4950 -51612 30520
c31883 -51612 -15848
c34861 -50886 46144
c39135 -51678 39088
c41934 -51942 -44072
c41311 -51942 -4760
c40202 -51480 -35000
c7058 -51546 -21896
c7867 -53130 25984
c29419 -51150 -20888
c13154 -53130 11872
c24742 -52338 -57680
c24476 -51678 4312
c10004 -51282 -21896
c8385 -52272 -24416
c28218 -52338 -26936
c11016 -51876 2296
c30833 -52206 -25424
c15272 -50886 40600
c18220 -52404 23968
c12898 -51084 -26432
c5370 -52998 7840
c38829 -52800 -19880
c12766 -51942 14392
c11343 -51942 2800
c3144 -52272 11368
c20564 -51414 45640
c32474 -51810 13888
c39540 -50226 47152
c8961 -52602 16408
c23799 -51612 9352
c34696 -51018 -21896
c26645 -51744 2296
c38108 -51678 5320
c19458 -50886 -20888
c37561 -51876 11368
c10859 -51282 4312
c4022 -51546 -32984
c13929 -51744 -23408
c11729 -51678 -31472
c29533 -51546 -16352
c10565 -51480 -15848
c1718 -51546 19432
c40468 -51216 20440
c41159 -50622 52696
c30446 -49170 42112
c923 -53460 25480
c16989 -51084 19936
c30445 -51810 7336
c33326 -51678 53704
c2214 -52206 40096
c42803 -51480 1792
c21840 -52602 18424
c34932 -50556 -36512
c31777 -51876 -20384
c39835 -51546 21448
c35323 -52074 -17864
c14147 -52536 30016
c31959 -51480 4816
c43113 -51546 22960
c42183 -51150 -30968
c14356 -51810 -25928
c4330 -51942 -16856
c1849 -50424 -37520
c28880 -52338 -27944
c27078 -51612 -11312
c11003 -50886 -30968
c11973 -52206 18424
c20748 -51150 -22904
c40433 -51546 14392
c14938 -51414 -19376
c27973 -52074 23464
c44241 -51282 -24920
c32110 -52008 -28952
c6871 -51480 -18368
c25852 -51282 40096
c5601 -51678 33040
c16578 -53262 15904
c8738 -52140 21952
c28121 -51282 -16352
c41517 -51216 -56168
c32459 -51810 7840
c16645 -51744 -24416
c33019 -51282 -39032
c37482 -51216 -15848
c28823 -51414 9856
c41653 -51150 52192
c13359 -51810 -17360
c17765 -52074 -26936
c4463 -51546 -34496
c24511 -53328 33544
c27448 -51018 -41048
c5705 -50820 -31976
c10580 -50490 48160
c14668 -50622 57232
c34823 -48906 42112
c24384 -51150 -25928
c27654 -51282 5320
c22872 -51414 13888
c37048 -52338 -22400
c23045 -51216 -57176
c30847 -51678 -15344
c11595 -51876 21952
c39582 -51216 -35000
c20018 -50754 -21896
c17037 -51084 41608
c11756 -51150 10864
c34715 -51810 -49112
c43721 -51942 -26936
c2398 -52206 17920
c30827 -52074 8848
c39561 -52008 6832
c483 -52866 24976
c27417 -52272 -27440
c27823 -51480 9352
c35395 -52602 11872
c13978 -49566 31024
c27913 -51414 -25424
c41543 -50886 -31472
c11872 -51678 11872
c14585 -51150 5320
c34105 -51612 21952
c15552 -52008 39592
c37238 -51084 20440
c6859 -52536 -19880
c23681 -51282 13384
c44187 -51612 -20384
c2971 -52470 24976
c15297 -53658 26992
c1322 -51480 -20384
c8179 -50952 -21392
c6168 -52272 -19880
c13215 -51876 -10808
c10225 -50952 -35000
c30653 -51018 49168
c39979 -52140 23968
c16247 -53262 26992
c44104 -52074 -22400
c19831 -51018 -24920
c17330 -51150 21448
c43942 -50622 -30968
c26327 -51678 8848
c11205 -50490 -21896
c20041 -50952 20440
c38936 -51810 -33488
c27289 -51216 -20384
c13909 -51414 -17360
c7051 -49962 40600
c22194 -51810 -22400
c8925 -50952 49672
c40629 -51084 9352
c14114 -50886 10864
c18135 -51810 17920
c22728 -51480 12376
c30974 -51810 -33992
c8062 -51876 6832
c29907 -51150 19432
c1780 -51282 14896
c4035 -52998 15904
c17092 -52800 33544
c22987 -50688 20440
c7192 -50424 30520
c25499 -51216 -23408
c32700 -50292 20440
c35107 -51744 -28952
c23806 -51018 -28448
c10972 -51546 -22400
c11571 -51018 -30464
c13684 -51678 50176
c38707 -51546 18928
c4869 -50622 -32480
c31114 -50490 51688
c2043 -52008 -19880
c36839 -48642 42112
c25231 -52470 15904
c16470 -51744 -19880
c12320 -50754 40096
c22292 -51942 16408
c17517 -51282 -22400
c20117 -51282 18928
c21528 -52866 26992
c10082 -52272 33544
c3685 -51612 -10808
c26204 -51876 8344
c25556 -49104 31528
c8190 -51150 -32984
c41169 -51150 14392
c8877 -52338 26488
c39635 -53130 24472
c23874 -51942 18424
c36722 -51876 -18872
c30737 -50292 -37520
c21566 -50622 19432
c44629 -51546 51184
c4277 -51480 15400
c24639 -52734 24472
c5750 -52338 24472
c31828 -52206 24976
c51 -50622 -22904
c11389 -52470 16912
c44574 -52206 -5768
c38248 -53196 25480
c25037 -51678 -16856
c6966 -52800 25480
c23603 -51810 16912
c19690 -49698 40600
c32929 -51480 -19880
c16081 -50886 45136
c40203 -50226 43120
c26807 -51150 45640
c10374 -51216 15400
c16243 -51876 22456
c34704 -51018 14896
c757 -50886 -34496
c2490 -51414 -16856
c12298 -50952 -20384
c9364 -52998 -8792
c15362 -52074 -43568
c40099 -51546 -33488
c37272 -51414 -33488
c25930 -52404 17416
c20015 -52008 33544
c41403 -51150 -25424
c15242 -51744 8344
c5142 -50358 -31472
c38789 -50886 -41048
c35697 -50622 -20888
c42645 -51414 16408
c29775 -51678 -26936
c38477 -50358 -22904
c26496 -51942 -5768
c10868 -51348 30016
c21452 -50886 18928
c7698 -50622 5824
c23185 -51414 17920
c5798 -51942 24976
c8436 -52206 -46088
c2487 -51546 18424
c42173 -51150 -16856
c23947 -50688 -35000
c32278 -51018 9856
c11713 -51546 -33992
c6370 -49698 42616
c42749 -51612 22456
c21325 -51678 16912
c317 -50754 -47600
c25032 -50622 -36008
c25251 -50622 18928
c35371 -50952 12880
c11515 -51150 -27944
c25144 -53196 -9296
c13166 -50754 14896
c10895 -50952 12376
c3634 -53262 -8288
c34010 -53064 27496
c12096 -50886 14392
c4005 -50688 15400
c41297 -49302 40600
c904 -50490 18928
c533 -50754 9856
c4244 -49368 47656
c13405 -52734 50680
c33816 -51546 16912
